Gene,Importance
GP2,0
SERTM2,0
CFAP65,0
PCP4,-3.254938956105402e-7
AL591846.1,-3.608331966538092e-7
DCHS2,-3.7678099908311504e-7
FGA,-3.84550676568729e-7
CCDC198,-1.8382352941177515e-6
ZNF626,-2.250907387893797e-6
FBN2,-2.265595101415885e-6
`IGHV3-15`,-2.5241288382109594e-6
LRAT,-3.0769883711063706e-6
PRSS2,-3.667763702975169e-6
PAX9,-3.723354560301706e-6
`B3GALT5-AS1`,-3.996920161099427e-6
ADAM23,-4.079938326513543e-6
`IGHV3-30`,-4.089815164649346e-6
CA10,-4.301140746153953e-6
`IGLV4-60`,-4.71900471900466e-6
CFAP46,-5.497251374312784e-6
ADAMTS8,-5.97426470588247e-6
SP9,-6.054841656246479e-6
FAM83B,-6.104390322812403e-6
LINC02562,-7.590790998999397e-6
LINC01748,-7.700895809679142e-6
ORM2,-7.78115891979203e-6
CFAP74,-8.169014084506987e-6
PYY,-8.479545449887827e-6
GREM2,-9.594026954243384e-6
ANKRD34B,-9.806316211241616e-6
NCCRP1,-9.902597402597468e-6
`IGHV2-5`,-1.2069716775599426e-5
FOXG1,-1.2543978944234757e-5
KLK10,-1.2602645207717922e-5
LRRC74B,-1.281000052603276e-5
LINC01163,-1.3651691375896836e-5
KRT75,-1.4424575684635732e-5
C1orf87,-1.4432542124667603e-5
ORM1,-1.5412318353495323e-5
TTC29,-1.587301587301604e-5
VIL1,-1.5952543068092018e-5
HMGA2,-1.6487507697196648e-5
PLG,-1.6717743785903184e-5
RSPO3,-1.8673658868634922e-5
ANKS4B,-1.8941655359566044e-5
AC110285.2,-1.9019874975391815e-5
IGHA2,-1.9288525269262946e-5
LCAL1,-1.976332940637193e-5
CHGA,-2.0557642982195868e-5
DRC7,-2.2073991634341983e-5
MSX2,-2.2384355767322006e-5
PIP,-2.2780832678712005e-5
SLC44A5,-2.28421375711898e-5
AKR1B10,-2.3795822126170708e-5
RIMS2,-2.4064035803166738e-05
DDX43,-2.564102564102555e-5
ZBBX,-2.569973905742162e-5
COL2A1,-2.6625506463438198e-5
CHRM3,-2.7027027027026752e-5
CCKBR,-2.7706189549149053e-5
COL11A1,-2.797943633630351e-5
`IGHV3-49`,-2.8659561039353855e-5
PAX6,-2.929851409851425e-5
LHX9,-2.9487422044706113e-5
FGB,-2.9850746268656582e-5
`IGLV7-46`,-3.0362891425226747e-5
AC005993.1,-3.0375180375179944e-5
`IGHV7-4-1`,-3.039748508098894e-5
SOSTDC1,-3.06579259209101e-5
RXRG,-3.086556208230462e-5
CAPN6,-3.190979425840923e-5
COL26A1,-3.3472508281242596e-5
SIAH3,-3.400644816349696e-5
CACNG4,-3.406843879104171e-5
BASP1P1,-3.4281767595026657e-5
S100A8,-3.45760839547089e-5
AKR1C1,-3.5438264221159256e-5
HORMAD1,-3.593570608495988e-5
AC147055.1,-3.595402029750172e-5
POU3F3,-3.6404902191814026e-5
LTF,-3.708153490569721e-5
IGHD,-3.719455948394157e-5
`IGHV4-4`,-3.7784662975863806e-5
TFF2,-3.838484546360954e-5
GUCY1B2,-3.876957267362413e-5
SAA2,-3.9832061213640914e-5
`IGHV1-3`,-4.055796669726841e-5
SIK1,-4.057458348765897e-5
PZP,-4.064655223642899e-5
GMNC,-4.1269841269841124e-5
FGF14,-4.160953338736073e-5
DDC,-4.2374193548387005e-5
CAPSL,-4.2750314340546325e-5
AC104809.1,-4.3778443778443646e-5
ENKUR,-4.5143377613179994e-5
PADI3,-4.560258668994322e-5
CCDC187,-4.5671392676321476e-5
PITX2,-4.56847345418494e-5
TMEM190,-4.730831417712023e-5
CDHR4,-4.78010074334898e-5
MMP26,-4.801501451053003e-5
HNF1B,-4.929781909316522e-5
SFTA2,-4.9485769921629785e-5
ALX4,-4.9763089530789674e-5
`IGHV3-43`,-5.1014526815292395e-5
KRT14,-5.146414331351434e-5
CCL20,-5.1512369212761924e-5
SERPINB3,-5.197853789403117e-5
TFAP2B,-5.238394228361387e-5
SHANK1,-5.341044039674192e-5
C1orf158,-5.4383396716799925e-5
RFLNA,-5.450204132877712e-5
PKHD1,-5.5030491368592834e-5
`IGKV1-8`,-5.52357929473164e-5
TBC1D3L,-5.587818055092298e-5
PRAC2,-5.592185592185594e-5
ZIC2,-5.612447487578876e-5
C6,-5.6168334285020104e-5
SPRR1A,-5.663457202726718e-5
`IGLV4-69`,-5.663787819307609e-5
`IGHV5-10-1`,-5.670603028811971e-5
HPGD,-5.82379593628497e-5
ASPG,-5.886801148772913e-5
ABO,-5.945580311777454e-5
OLFM4,-5.965914074019496e-5
PSPHP1,-5.9948675101456186e-5
MORN5,-6.080779527676805e-5
`IGKV1-12`,-6.155303030303028e-5
CYP24A1,-6.177239249227862e-5
CRLF1,-6.183544997124502e-5
TUBA3D,-6.219280299836228e-5
MUC5B,-6.317108572690388e-5
CES3,-6.345106689589652e-5
ODAM,-6.346153846153824e-5
SPOCK3,-6.55191696082198e-5
RPSAP53,-6.628130443834523e-5
TRIM31,-6.673502070754167e-5
LINC01291,-6.699525964231868e-5
`IGLV10-54`,-6.801721507603808e-5
`IGHV3-74`,-6.900988017658171e-5
CCNA1,-7.099551842205876e-5
C9orf24,-7.147166485325984e-5
TUBA3E,-7.158937776472186e-5
TNNT3,-7.173661715995783e-5
`IGLV2-8`,-7.240114358051564e-5
`IGLV5-45`,-7.34827264239033e-5
LINC00237,-7.422578936645419e-5
SYT8,-7.434602775765775e-5
SOX2,-7.614683147408918e-5
C4orf54,-7.664213864213876e-5
`IGLV1-36`,-7.743032465601596e-5
`IGLV3-27`,-7.906530089628672e-5
CUX2,-7.962473347547982e-5
FGFBP1,-8.042351330203457e-5
C22orf15,-8.11629313145532e-5
LINC00930,-8.128595294300656e-5
FAM183A,-8.135990198626253e-5
ANGPTL1,-8.230683226008085e-5
PCDHGB5,-8.410627533788273e-5
`IGLV2-18`,-8.643565123979635e-5
SLC13A5,-8.711208629519862e-5
CCL21,-8.730158730158721e-5
`IGHV6-1`,-9.11277968043922e-5
`IGLV2-28`,-9.115981236942306e-5
HMGCS2,-9.169707247717418e-5
CABCOCO1,-9.357116796636266e-5
CLCA2,-9.389341308181875e-5
SIM2,-9.505709949044116e-5
C10orf99,-9.885822257841914e-5
LRRC10B,-9.898841245672197e-5
MUC2,-9.91710118401279e-5
ATRNL1,-9.95429203564795e-5
CDX2,-1.0063804902551254e-4
`IGLV7-43`,-1.0213845401174204e-4
`IGKV6-21`,-1.0257489081507565e-4
GFRA3,-1.0843175429889928e-4
`IGHV3-7`,-1.115139601440971e-4
SEMA3D,-1.1214686867422552e-4
LGR6,-1.166923459795497e-4
ASIC2,-1.1807462980152627e-4
IVL,-1.1904761904761929e-4
TMEM252,-1.1944770743637644e-4
CFAP100,-1.1985497420769242e-4
LCN15,-1.212972405055468e-4
SLC4A4,-1.213733667758079e-4
`IGHV2-70D`,-1.2198341401510349e-4
KRT13,-1.2365432141133814e-4
ADGRL3,-1.2487394957983188e-4
AC104692.1,-1.301531023368252e-4
SLC22A31,-1.3083166109253085e-4
PCDHA4,-1.3642004753676074e-4
CRABP1,-1.3694126912816064e-4
MNX1,-1.4688322666672727e-4
HOXC4,-1.4914237579953938e-4
`IGHV2-26`,-1.5414462081128754e-4
SHH,-1.755688081684288e-4
`IGKV2-30`,-1.7580088080407764e-4
`IGLV3-9`,-1.788316610925307e-4
LEFTY2,-2.04168557722479e-4
CALB1,-2.0935254464666243e-4
RNF128,-2.3721764346764342e-4
PLXNA4,-2.3921654993183815e-4
AC119673.2,-2.4809838534130903e-4
LINC02814,-2.563084246883134e-4
`IGHV1-69`,-2.573193722867888e-4
BMP5,-2.66224318816203e-4
CAPN13,-2.8895965663260624e-4
PEG10,-2.9226383261912113e-4
NTS,-3.0376287576203473e-4
UCA1,-3.2131142596792463e-4
AZGP1,-3.648640580376823e-4
