Gene,Importance
HTR3A,1.1514293171656931e-4
TMEM132C,1.1487418931627324e-4
SPRR3,1.1485166139640657e-4
ELFN2,1.1468229580389356e-4
AL365357.1,1.1452759197324402e-4
MMP10,1.144313769967451e-4
AC108752.1,1.1421377008514866e-4
AC103702.2,1.142132247980674e-4
MT3,1.1338725417139962e-4
SCGB1D1,1.1298871443647585e-4
IL5RA,1.1284180660992283e-4
FAM83A,1.1272244198924319e-4
PTPRT,1.1255156847612669e-4
KRT16,1.1228109903381655e-4
AD000090.1,1.1190476190476217e-4
RIIAD1,1.1169791188207401e-4
AC069404.1,1.1121261885035683e-4
SPRR2A,1.1117728806829485e-4
ADH1C,1.1098081023454154e-4
CALCB,1.1042668789147635e-4
GALNT14,1.1030628213726823e-4
RBFOX3,1.0958983045939586e-4
FUT6,1.0858615623389478e-4
TFF1,1.0790103293850839e-4
CACNG6,1.0713038920805396e-4
`IGHV4-55`,1.069909267111988e-4
SLITRK4,1.0676643238832262e-4
FRRS1L,1.0645510131488467e-4
LCN2,1.0623676187024089e-4
`IGLV1-40`,1.0528937720267506e-4
ADCYAP1R1,1.0426715437882294e-4
DES,1.0392777175875744e-4
KRT6C,1.037248544154985e-4
TGM7,1.0279079058843044e-4
KLK11,1.0276015253843518e-4
TUBA4B,1.0107726423902897e-4
GJB6,9.891103345676266e-5
ADGB,9.838064128963376e-5
CEACAM5,9.834716909560948e-5
FOXB1,9.754284082142561e-5
TPPP3,9.733659132448125e-5
PRSS21,9.677219775490009e-5
EEF1A2,9.623286796561547e-5
`BMPR1B-DT`,9.544586606022376e-5
AACSP1,9.537369439355147e-5
`B3GAT1-DT`,9.491547297275727e-5
SPINK5,9.439457059594348e-5
DNAI1,9.422715770541834e-5
ALOX15,9.390834614989374e-5
AC106875.1,9.365286603071343e-5
NUS1P2,9.355728896993187e-5
SLC22A16,9.325629081063869e-5
AL365181.3,9.311125148676225e-5
`IGHV1-18`,9.30840628230849e-5
OGN,9.29992492492493e-5
ZIC1,9.293350683813006e-5
CALCA,9.291450180330552e-5
PROX1,9.288569938033708e-5
CXCL1,9.26822297229033e-5
MUC4,9.258972584579972e-5
XDH,9.184233492691196e-5
PKD1P5,9.117267708817001e-5
AL079338.1,9.037533295910083e-5
IGLC3,8.955223880596997e-5
ACADL,8.953676592090164e-5
RIMBP2,8.923275161666267e-5
IGHJ6,8.832616658703585e-5
`HNF1A-AS1`,8.792136618223556e-5
C6orf118,8.763446821848442e-5
`FEZF1-AS1`,8.608127908683972e-5
AGTR2,8.606262197811443e-5
`IGHV3-66`,8.546649897454283e-5
`IGHV1-69D`,8.505922292992784e-5
EPS8L3,8.449136008918612e-5
COMP,8.437688922810205e-5
CEACAM6,8.428234572600757e-5
PGAP4,8.425407479603098e-5
HTR6,8.369935780871995e-5
LIN28B,8.356607728311305e-5
SPINK6,8.354992713201658e-5
C9orf135,8.349219458888468e-5
FOLR1,8.324983347372905e-5
LINC01320,8.294710437200892e-5
OCA2,8.286191444118996e-5
`IGHV3-21`,8.264887182881986e-5
AC011447.7,8.26333225274285e-5
SAA1,8.231205414304e-5
CDC20B,8.113032286945353e-5
`IGHV4-28`,8.033506541860458e-5
CERNA2,7.939580438091465e-5
SMOC1,7.928533665394544e-5
ALPP,7.926648027428328e-5
GRB14,7.907114024414863e-5
S100A7,7.740447957839236e-5
CTNND2,7.697205503690374e-5
WDR49,7.634016953474875e-5
LYPD2,7.605631801901035e-5
PDZK1IP1,7.564690564690602e-5
`IGHV3-48`,7.410744072683074e-5
TCTE1,7.385558372760114e-5
C5orf49,7.380833925610064e-5
GBA3,7.353793321935064e-5
DSG3,7.324486602314528e-5
`IGKV1-17`,7.239823960095527e-5
FAR2P1,7.149061591875606e-5
HOXA7,7.140368193450385e-5
USH1G,7.113801998667335e-5
PRSS56,7.070986346454311e-5
TRH,7.036334154978286e-5
JSRP1,6.990004184304355e-5
IGHG2,6.948703465591355e-5
DMRTA1,6.929453225105386e-5
KLK1,6.858752450242322e-5
TRDC,6.825396825396846e-5
ANKUB1,6.719239525968623e-5
SPRR2D,6.686910535754586e-5
SLC66A1L,6.668457797313975e-5
SCGB3A1,6.65571648747636e-5
REG1A,6.633894892084236e-5
`NKX6-3`,6.585546927952568e-5
LRRC15,6.534158875949902e-5
WT1,6.331298197588465e-5
CATSPERD,6.325794917983551e-5
APOD,6.28173425368539e-5
AC022031.2,6.257428208173121e-5
`IGKV1D-13`,6.25298576328328e-5
CCDC60,5.8725148899914314e-5
AC010789.1,5.8571052208300724e-5
PSCA,5.758077879038948e-5
FP236383.5,5.715287517531586e-5
`IGLV2-11`,5.703804211266905e-5
GALNT17,5.688927085477924e-5
EREG,5.67404426559357e-5
S100P,5.664738464987962e-5
LHX1,5.6419942669942766e-5
TBX1,5.564801643748995e-5
CYP2W1,5.5598455598455886e-5
DPP6,5.549177190968258e-5
IRX6,5.522903082929065e-5
MFAP5,5.487815783590433e-5
`IGHV4-31`,5.479452054794498e-5
ZIC4,5.4725075939585866e-5
KCNG1,5.451392895867602e-5
`IGKV1-9`,5.4155644363823806e-5
CEACAM7,5.4106287337757354e-5
SERPINA5,5.396659296175788e-5
ATP10B,5.3448224648303236e-5
`IGHV4-61`,5.306381098172186e-5
POF1B,5.3058216654384706e-5
RPL10P9,5.3029843653034534e-5
DSCR8,5.263157894736836e-5
HP,5.188101883518437e-5
LAMA1,5.146112634539146e-5
GRIA2,5.098038938390914e-5
AKR1C2,4.887702953834139e-5
`AFAP1-AS1`,4.886074800290463e-5
VSIG2,4.869072369072325e-5
SULT4A1,4.8527789977065525e-5
CYP2B7P,4.623436043859463e-5
CLDN2,4.5591156515233375e-5
LINC00960,4.552820320456519e-5
GATA5,4.539584651064743e-5
IGLJ3,4.531265242415361e-5
TUSC8,4.528794588496132e-5
HNF4A,4.523536165327213e-5
`IGLV2-23`,4.502226473595661e-5
KLK12,4.4962116032698065e-5
`IGHV1-46`,4.410540465375012e-5
PAGE4,4.3318152171622384e-5
PRSS33,4.317682450910576e-5
FABP4,4.3046712543143074e-5
MUC16,4.268261518654515e-5
AL365181.2,4.1445898914342024e-5
`IGKV1D-8`,3.9926020088163036e-5
CCDC78,3.946758625223179e-5
`IGLV1-44`,3.8290975995598055e-5
`IGHV3-72`,3.8126416295430454e-5
`IGHV3-20`,3.6195594426732034e-5
DEFB1,3.595130359836229e-5
MUC15,3.573363209962821e-5
KCNJ16,3.5706084959816085e-5
LINC00491,3.469079939668185e-5
OBP2A,3.4548611111111295e-5
OOEP,3.433098591549277e-5
GRIN3B,3.431792237442854e-5
SFRP2,3.4185912836808494e-5
`IGHV3-53`,3.361722461140615e-5
SIX1,3.3462996218736274e-5
AL354863.1,3.296902372989341e-5
LINC00645,3.289286096399713e-5
WDR38,3.288972191518291e-5
CYP2B6,3.225806451612922e-5
CDHR1,3.1828114689747446e-5
TCEAL2,3.182530356443403e-5
RSPH4A,3.105948637665046e-5
LRRC31,3.055001264719914e-5
C1orf194,3.0434942011391408e-5
CTXND1,2.9856772035547596e-5
CFAP77,2.972594462928635e-5
AC010970.1,2.898550724637694e-5
HS3ST6,2.857142857142847e-5
KLK5,2.8425536537151964e-5
LGALS4,2.799920850294013e-5
LGSN,2.781292375812905e-5
FAM3D,2.756849347608825e-5
KRT6B,2.7104219980932155e-5
LMO3,2.6968217406376115e-5
TRIM55,2.673319327731094e-5
FAIM2,2.5850048332008102e-5
FOXA1,2.5160659888935565e-5
FABP6,2.5017253278122543e-5
SERPINB5,2.4614433816724234e-5
CASC9,2.4558354399903725e-5
RIMS4,2.4002788161271882e-5
SEMA3E,2.2620599422792154e-5
IGLC7,2.2456819157571805e-5
SERPINA3,2.2093396858541726e-5
SLITRK2,2.107375136629175e-5
`IGLV6-57`,2.104147608899276e-5
MMP3,2.08995704623709e-5
HOATZ,2.0815011593088072e-5
RHCG,2.035278154681186e-5
CFAP73,2.0159206396502592e-5
CDH2,2.004219409282726e-5
RGR,1.9030879514750464e-5
LPAR3,1.828197406124721e-5
MUC6,1.802816901408444e-5
`BBOX1-AS1`,1.7926278105358408e-5
APOA1,1.7274186894440602e-5
CNTNAP2,1.6264252179745143e-5
PHYHIPL,1.520721318099505e-5
`IGLV8-61`,1.5160321611934479e-5
DOC2A,1.5151119808654245e-5
GABRA3,1.4873686215434612e-5
AC018865.2,1.483393841602787e-5
`IGKV1-5`,1.4380144882562229e-5
CRYM,1.4377230319296607e-5
CNTN3,1.3902095729456665e-5
LMX1A,1.3063973063973e-5
`IGKV2D-29`,1.2852404643449278e-5
CHST9,1.274993301929106e-5
ADH1B,1.2519561815336422e-5
BPIFB1,1.209420045560794e-5
SFRP4,1.1695171026157468e-05
EFCAB1,1.0850926766419633e-5
RRAD,1.0834657062422038e-5
ST8SIA2,1.0425296879314815e-5
`IGHV3-64D`,1.042217484008523e-5
`IGHV3-13`,8.765296556380254e-6
`IGHV3-11`,8.480888137004871e-6
FOXN4,8.039978202949883e-6
RHOXF1P1,7.768361581921069e-6
IGHA1,7.1279678149642756e-6
SLITRK5,5.036395829234763e-6
SLC18A3,4.525507564288267e-6
AC011447.3,4.060282919357672e-6
DTHD1,3.8003762519460693e-6
ANKRD66,3.2433532168976155e-6
GABRG3,2.6792188025066556e-6
PDIA2,1.4708669359755344e-6
GSTA9P,1.0228213595457891e-6
`IGHV1-24`,4.1313328984537987e-7
SPRR1B,0
