Model,Class,Sensitivity,Specificity,Pos Pred Value,Neg Pred Value,Precision,Recall,F1,Prevalence,Detection Rate,Detection Prevalence,Balanced Accuracy
Random_Forest,Class: CN_high,0.9166666666666666,0.9411764705882353,0.8461538461538461,0.9696969696969697,0.8461538461538461,0.9166666666666666,0.8799999999999999,0.2608695652173913,0.2391304347826087,0.2826086956521739,0.928921568627451
Random_Forest,Class: CN_low,0.8888888888888888,0.8214285714285714,0.7619047619047619,0.92,0.7619047619047619,0.8888888888888888,0.8205128205128205,0.391304347826087,0.34782608695652173,0.45652173913043476,0.8551587301587301
Random_Forest,Class: Hypermutated,0.5625,0.9,0.7500000000000001,0.7941176470588235,0.75,0.5625,0.6428571428571429,0.34782608695652173,0.1956521739130435,0.2608695652173913,0.73125
