Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
LINC00514,-1.1137266588764896,-0.5805434818145809,-3.580352839424518,4.173880835972279e-4,0.004007083330670788,-0.13487946934667328
GLB1L3,1.2469855378306307,-1.584599064752025,3.577571805111263,4.2161757490517636e-4,0.004034348207331829,-0.13066484615560636
CXCL1,1.3796950396190861,2.726976188963128,3.576957253842987,4.2255762347275346e-4,0.0040395395764159184,-0.3393908200551268
NUPR2,1.5313219464543164,-1.18676473523181,3.5765742428183116,4.2314449241421777e-4,0.004041800594592888,-0.12421594262855074
TGFBR3L,-1.0058301520207744,-1.9863571298359102,-3.5764136796447628,4.2339074325370294e-4,0.004041800594592888,-0.12779958141700565
CDC20B,1.6897140209701365,1.664127027545826,3.575786144929066,4.243544664631582e-4,0.004049098674364895,-0.3160183870591933
FMO2,1.4730293690162783,-0.34704459004069926,3.573756123620028,4.27486168515865e-4,0.00407358116185656,-0.18393668219597448
SHISA6,1.275297274708155,0.9540263959211168,3.567419596388163,4.374017613639477e-4,0.00415603244411448,-0.2988321692300424
CXCL17,1.464970557773059,4.117021357823994,3.5670384582062153,4.380050149100941e-4,0.004159819590202221,-0.5922934339612311
GAD1,1.2073929882083734,3.5412189697142846,3.55813864433979,4.523155634518907e-4,0.0042579256653989,-0.589494035645858
AL132990.1,1.1141969844649884,-3.0735767570615953,3.55698690879826,4.541992772497583e-4,0.004273678755011152,-0.17904958397617055
ALDH1L1,1.1198275034802432,1.8644244208829468,3.5568041141955415,4.5449892242794936e-4,0.004274519250081279,-0.3470582863031293
IGKV3-11,-1.6041893379638963,2.0899387585713605,-3.5562129363516304,4.554692795390179e-4,0.004281664032077244,-0.3720246433193095
AL449403.2,1.0046465304068322,-2.1466573247195444,3.555341681003624,4.5690290209960646e-4,0.0042911712487395575,-0.1973851753409237
HOTAIR,-1.2384707397891337,-2.409494792295796,-3.553591490196036,4.5979560077123233e-4,0.004311780428344909,-0.19418483696085254
NRXN3,1.1953993204734346,1.6252911878987633,3.5535008513135655,4.5994587525348174e-4,0.004311780428344909,-0.3217062855066377
IGLL5,-1.30243896030919,-1.9808264466897072,-3.5532621977628995,4.603417708668916e-4,0.0043135021443516395,-0.19983074967170467
IGKC,-1.5343315055980185,8.47683777591778,-3.551871792607515,4.6265464493735353e-4,0.004327194203270489,-0.7816312598654491
MYOZ1,1.1508151585105422,-0.9211340672333332,3.551116573384573,4.639154855672366e-4,0.0043330047466307526,-0.2163541567434848
NALCN,1.0832845327155423,-0.7954336598113525,3.544128763918507,4.7573566816470566e-4,0.004407510194057881,-0.26553747829015073
