Model,Accuracy,Kappa,Macro_Sensitivity,Macro_Specificity,Macro_F1,Macro_Balanced_Accuracy
Random_Forest,0.782608695652174,0.6690647482014389,0.7893518518518519,0.8875350140056022,0.7811233211233211,0.838443432928727
