Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
GALNT15,-0.13575176733944805,-0.5683605137292256,-0.5085829940304906,0.6115249343673652,0.7110201811259915,-6.439377940823674
RASL11A,-0.09709061437791311,2.202884106091819,-0.5084231281044608,0.611636845298499,0.7111096186629309,-6.711693747385491
IRF1,0.07965774820758842,5.639516143642247,0.508217968443732,0.6117804765684166,0.7112359229937364,-7.19048889478266
KLHL7-DT,0.12313427071373506,-0.7766548034976432,0.5081315810751715,0.6118409604357821,0.7112655539608097,-6.409144058033622
TPRN,0.061740592203289424,5.2377243925063075,0.5080158676408193,0.6119219810368557,0.7113190541405316,-7.175753089392126
ANP32E,-0.07669218051257864,6.449968797902597,-0.5078862687446545,0.6120127296772067,0.7113838557597683,-7.2262151211524275
BAG4,-0.05798441180044911,4.50884683121143,-0.5074998078808913,0.6122833755636243,0.7116577447646746,-7.084281581855041
PRDM4,-0.03436918102325226,5.194888950464965,-0.5073165345818981,0.6124117439556195,0.7117662425890096,-7.154299058788979
LINC02062,-0.07785936654902215,-1.011676473098928,-0.5072616845821611,0.612450164352887,0.7117701932930053,-6.389612797032793
GTF2A1,-0.05531570985105638,4.985621507064862,-0.5072072866013705,0.6124882691867667,0.7117737768283976,-7.140231625827519
UBE2D4,0.044445278862446536,4.551086771664129,0.5070377468473746,0.6126070355841151,0.7118710915501175,-7.090144778323967
PSMD4,0.0496299068381969,7.981483689500767,0.5069766597247333,0.612649830992814,0.7118801192097622,-7.236563785027533
AC138305.3,0.13690334518391611,-1.6133200685454216,0.5069014422436302,0.6127025274414426,0.7119006498810816,-6.317498823361587
GPRC5D,-0.14668949428268985,-0.7402605124429049,-0.5065125878997025,0.6129749861859561,0.7121765059877306,-6.396792579828473
SPX,-0.2021653104283413,0.8877406519595303,-0.5062575846598356,0.6131536886505309,0.7123434073472842,-6.537181133424159
ERMAP,0.05474138568262621,3.2622047694226097,0.5061779599385005,0.6132094932090661,0.7123675187185516,-6.863130993898352
SNX27,0.043213636321909554,5.843121932621188,0.5059604314885395,0.6133619583569773,0.712503911845405,-7.203822412884567
MERTK,-0.07118904561866746,4.154888913273484,-0.5058937811492596,0.6134086767830551,0.7125174571034355,-7.014632944725463
PPIL4,0.05831828357682589,4.424908908887756,0.5057497936756814,0.6135096099179163,0.7125939714236902,-7.0689616136892806
PITX2,0.24842664837568884,-0.3100255747579087,0.5053758948042711,0.6137717420460018,0.7128576996024311,-6.471727211576973
KCTD13,-0.0496367251938139,5.038866543263826,-0.5053049586809412,0.6138214793832297,0.7128747283991291,-7.1403138317165835
DIAPH2,-0.08574352615014913,3.7922402763962215,-0.5048761876253324,0.6141221531470114,0.7131831689937637,-6.954521009981362
SNHG14,0.07881249502052334,5.392393597995391,0.5044482634637524,0.6144222981402536,0.7134909603132507,-7.169676941096398
FAM86B2,-0.12342517681965104,-1.9975365099865725,-0.5042394701033807,0.6145687689075108,0.7136059454974208,-6.272922763343189
RN7SKP23,-0.10036249556679278,-1.4583880459976357,-0.5042038905487033,0.6145937298871642,0.7136059454974208,-6.344418615599007
RAP2C-AS1,0.06304267539749994,0.05601440489358612,0.5041569640703928,0.6146266520336722,0.7136059454974208,-6.489648435675666
ARL6,-0.08039084320534728,2.463173321748235,-0.503851391066834,0.614841051584239,0.7138140941618916,-6.72454343849294
EMILIN3,0.15155999889881666,0.7284727334751887,0.5036961194466497,0.6149500076865948,0.713899636214729,-6.544931440744012
SNHG10,-0.0606995195016693,2.6239596583700844,-0.5036462767140879,0.6149849847887953,0.713899636214729,-6.78507600512959
CS,-0.03715989829232669,7.225929116217911,-0.503595844201484,0.6150203766652671,0.7138999449051853,-7.237866945956073
RPS27,0.05527850691578706,8.871561317004879,0.5034902857131169,0.6150944570549708,0.7139451596336509,-7.2341549639762075
ZCCHC8,0.04316048448050225,4.637724672802629,0.5033356464526002,0.6152029892028841,0.7140257756116236,-7.105713148548372
